Year,Region,CRM Adoption Rate (%),AI Market CAGR (%),TAM (USD Million),SAM (USD Million),SOM (USD Million),SaaS Revenue (USD Million),Custom Modules Revenue (USD Million),Data Insights Revenue (USD Million),Total Revenue (USD Million),Development Cost (USD Million),Maintenance Cost (USD Million),Marketing Cost (USD Million),Total Cost (USD Million),Profit Margin (%),Lead Conversion Rate (%),Customer Satisfaction Rate (%),Average Revenue Per Customer (USD),Customer Churn Rate (%)
2024,South America,33.07,29.47,14607,4806,591,3.1,1.66,1.15,5.91,2.72,0.28,0.22,3.22,45.52,27.28,76.9,4665.9,5.93
2024,South America,17.03,21.02,11708,4784,1868,1.49,1.22,1.9,4.61,0.88,0.6,0.8,2.28,50.54,7.07,80.73,1992.6,2.14
2025,Europe,31.28,15.9,19332,2206,957,3.03,0.67,1.93,5.63,2.4,0.74,0.32,3.46,38.54,14.72,77.06,1445.68,2.62
2024,Europe,42.86,21.06,19577,4545,1078,4.15,1.91,0.45,6.51,2.05,0.53,0.36,2.94,54.84,24.56,94.45,4657.24,9.58
2028,Asia-Pacific,25.92,16.15,16243,3886,646,1.29,1.53,1.44,4.26,2.31,0.79,0.47,3.57,16.2,13.6,79.15,4143.51,8.77
2025,Asia-Pacific,32.96,24.19,10171,1682,824,4.45,2.7,0.73,7.88,2.7,0.58,0.18,3.46,56.09,12.59,77.27,1119.42,8.17
2027,North America,44.58,30.03,12864,2882,1208,2.2,0.72,1.68,4.6,1.94,0.8,0.46,3.2,30.43,24.65,89.9,4347.81,7.81
2024,Asia-Pacific,14.66,16.65,17500,2598,1816,1.76,0.49,0.3,2.55,0.67,0.9,0.78,2.35,7.84,17.12,77.27,246.9,8.09
2026,North America,16.8,18.34,8219,1578,524,4.22,1.77,0.92,6.91,1.45,0.55,0.58,2.58,62.66,11.47,84.23,2532.66,4.94
2027,Europe,41.75,22.74,12155,4207,1035,2.34,0.95,0.2,3.49,2.35,0.62,0.56,3.53,-1.15,6.99,70.79,4481.57,2.69
2027,Middle East,20.55,32.66,14682,1253,1819,1.49,2.15,0.19,3.83,1.17,0.26,0.25,1.68,56.14,25.39,94.13,4704.77,2.06
2027,North America,17.86,31.74,15310,2755,1486,2.88,2.9,1.21,6.99,1.15,0.76,0.57,2.48,64.52,10.37,86.94,3647.28,4.4
2027,Europe,13.93,30.84,7395,4071,1834,0.79,0.59,0.81,2.19,1.89,0.46,0.44,2.79,-27.4,29.72,76.84,545.38,6.85
2028,North America,35.8,17.19,10310,3951,1658,2.57,3.0,1.44,7.01,2.95,0.65,0.28,3.88,44.65,22.36,78.91,4686.03,3.46
2028,Asia-Pacific,45.35,29.61,8926,3196,1290,4.18,2.8,0.69,7.67,2.23,0.72,0.23,3.18,58.54,7.3,79.47,1047.46,5.46
2024,Asia-Pacific,36.7,18.04,5895,3969,954,0.93,2.2,0.38,3.51,1.02,0.45,0.31,1.78,49.29,6.72,90.35,1742.29,9.43
2027,Europe,30.14,28.75,17206,2377,615,1.72,1.0,0.86,3.58,0.94,0.38,0.27,1.59,55.59,15.42,75.46,203.27,2.93
2025,Asia-Pacific,17.75,34.08,13277,4442,880,4.54,2.34,1.79,8.67,1.29,0.42,0.3,2.01,76.82,12.71,80.25,3722.64,9.78
2028,South America,25.47,33.63,18203,4973,627,2.15,2.84,1.67,6.66,1.67,0.25,0.63,2.55,61.71,5.07,73.43,3272.67,7.75
2026,Asia-Pacific,28.94,15.74,12642,1053,535,4.01,0.68,1.94,6.63,1.38,0.57,0.32,2.27,65.76,23.77,84.2,2965.5,8.75
2025,South America,46.38,16.46,15079,2417,731,4.07,0.36,0.55,4.98,0.7,0.68,0.74,2.12,57.43,21.44,86.25,1906.9,8.44
2026,Middle East,20.26,32.53,7775,1381,1575,3.31,1.08,1.27,5.66,1.53,0.35,0.29,2.17,61.66,18.64,83.74,1232.67,5.6
2025,South America,30.92,30.85,5913,1438,963,3.43,2.33,0.29,6.05,0.69,0.31,0.18,1.18,80.5,19.79,80.94,1518.15,6.61
2027,Middle East,33.36,30.06,14211,3197,770,1.27,1.44,0.35,3.06,2.7,0.3,0.61,3.61,-17.97,11.4,83.88,1400.41,8.15
2025,South America,22.29,27.95,14452,4704,1641,4.12,1.94,1.05,7.11,1.59,0.88,0.22,2.69,62.17,22.85,86.82,3487.22,5.37
2027,Asia-Pacific,16.03,19.79,11167,2314,1606,4.93,2.36,1.82,9.11,1.68,0.78,0.34,2.8,69.26,9.31,89.64,1030.42,6.2
2026,Europe,27.89,22.27,8433,3276,1474,1.14,1.68,0.6,3.42,1.31,0.5,0.51,2.32,32.16,29.6,90.16,2849.09,4.58
2027,Middle East,31.46,21.93,10046,1444,996,0.91,2.2,0.99,4.1,1.72,0.49,0.3,2.51,38.78,26.13,87.28,3046.86,7.32
2025,North America,42.45,16.72,12026,2692,933,0.68,2.26,1.34,4.28,1.26,0.27,0.51,2.04,52.34,22.52,86.27,2557.15,8.65
2026,Europe,47.44,31.84,9729,4261,827,4.34,0.64,0.22,5.2,3.0,0.91,0.31,4.22,18.85,6.08,80.59,870.77,8.33
2024,Asia-Pacific,10.43,23.57,9432,1124,1606,2.19,2.36,1.61,6.16,1.91,0.43,0.51,2.85,53.73,8.82,78.84,1262.29,7.35
2025,Asia-Pacific,21.5,24.0,15113,2586,1393,2.84,2.26,1.06,6.16,1.6,0.69,0.4,2.69,56.33,24.58,81.07,2636.21,4.59
2027,South America,48.95,30.51,9392,4632,1056,2.18,2.29,1.6,6.07,2.51,0.81,0.2,3.52,42.01,23.67,92.28,1916.96,7.1
2026,Middle East,21.28,20.07,7553,4198,1854,1.75,0.3,1.74,3.79,2.17,0.84,0.75,3.76,0.79,25.08,88.94,3924.14,4.23
2028,North America,43.5,20.08,7493,4445,1006,1.78,2.51,0.84,5.13,2.28,0.26,0.48,3.02,41.13,20.16,84.1,2518.64,7.88
2024,North America,14.02,26.68,13432,1073,759,3.58,1.41,1.76,6.75,2.14,0.66,0.38,3.18,52.89,16.77,89.69,1023.12,8.25
2026,South America,20.74,23.98,10484,2690,511,4.99,2.81,1.04,8.84,1.27,0.78,0.76,2.81,68.21,12.93,89.22,2829.88,7.56
2024,North America,10.28,29.01,16549,4333,579,3.06,1.91,0.65,5.62,1.1,0.96,0.71,2.77,50.71,20.56,93.45,3076.9,8.55
2026,Middle East,24.22,24.38,6588,1542,1589,4.41,0.76,1.23,6.4,1.6,0.39,0.15,2.14,66.56,18.31,74.3,1790.22,6.93
2026,Asia-Pacific,13.67,27.72,14259,2372,1274,4.97,0.69,1.57,7.23,0.86,0.46,0.57,1.89,73.86,6.69,73.18,975.58,2.97
2028,South America,35.16,28.91,9362,3392,1774,2.29,2.39,0.91,5.59,2.88,0.75,0.43,4.06,27.37,27.72,84.19,2276.6,8.25
2027,Middle East,15.46,23.56,6129,1169,1040,2.21,1.1,0.55,3.86,2.82,0.44,0.2,3.46,10.36,22.27,86.33,4461.66,9.87
2027,Middle East,12.1,15.89,10510,1174,658,2.26,0.57,1.11,3.94,1.81,0.75,0.55,3.11,21.07,8.26,89.04,3989.57,8.03
2025,North America,18.8,27.36,12693,2903,1056,4.23,2.7,1.98,8.91,1.75,0.36,0.59,2.7,69.7,23.15,79.9,4549.7,9.65
2025,Asia-Pacific,12.74,30.79,19993,2675,646,3.81,1.33,0.59,5.73,1.59,0.52,0.71,2.82,50.79,25.62,83.68,2061.59,3.02
2027,Europe,41.64,32.59,15015,3914,1784,1.51,1.09,1.63,4.23,2.44,0.87,0.57,3.88,8.27,8.67,74.16,3954.38,6.68
2024,Europe,19.22,19.81,16934,3668,555,3.73,1.99,1.73,7.45,2.61,0.89,0.62,4.12,44.7,26.59,87.39,126.85,2.08
2024,North America,28.36,17.3,14806,2242,1800,0.62,2.45,1.6,4.67,1.88,0.7,0.51,3.09,33.83,22.7,75.76,3670.58,9.42
2027,Middle East,10.32,19.23,17769,4209,892,3.05,2.9,1.96,7.91,2.66,0.77,0.33,3.76,52.47,15.6,94.98,905.72,6.72
2027,North America,27.48,24.5,16461,1746,1460,3.84,0.72,1.33,5.89,1.5,0.6,0.49,2.59,56.03,12.14,71.54,3448.95,6.53
2024,Europe,49.09,28.86,19251,3301,1957,3.93,1.38,1.67,6.98,1.61,0.78,0.76,3.15,54.87,7.64,84.24,4329.61,2.12
2027,Asia-Pacific,40.0,18.88,10584,4693,1811,2.48,1.81,0.85,5.14,0.55,0.51,0.78,1.84,64.2,12.8,92.31,991.71,4.38
2027,Middle East,36.1,26.49,8939,1188,1316,4.81,1.13,0.84,6.78,2.39,0.23,0.22,2.84,58.11,7.51,90.28,2314.02,4.77
2025,North America,24.2,15.88,10938,2313,1505,2.55,1.91,1.27,5.73,2.34,0.66,0.21,3.21,43.98,18.65,79.87,2438.53,7.52
2028,Middle East,21.44,31.34,8980,1688,515,1.92,1.06,1.3,4.28,1.67,0.84,0.2,2.71,36.68,25.7,92.13,1307.69,9.34
2027,North America,41.68,28.77,9747,3555,1853,1.39,0.49,1.02,2.9,1.67,0.34,0.4,2.41,16.9,25.17,93.2,917.85,2.24
2027,North America,41.56,19.22,6054,2345,1309,4.42,1.12,1.32,6.86,2.1,0.53,0.78,3.41,50.29,14.3,88.3,3254.84,9.52
2028,Asia-Pacific,48.17,34.67,5126,4516,1117,3.37,1.42,0.97,5.76,2.45,0.53,0.51,3.49,39.41,29.14,86.13,4235.53,5.14
2025,Middle East,31.04,20.06,18126,4488,560,2.25,1.19,1.09,4.53,1.83,0.55,0.42,2.8,38.19,8.43,84.55,2979.75,2.64
2027,Europe,43.56,16.74,16831,1434,632,2.86,2.46,0.57,5.89,2.6,0.5,0.78,3.88,34.13,28.94,88.06,1905.22,8.56
2027,North America,18.02,25.36,7489,1944,621,1.33,1.03,0.71,3.07,1.88,0.74,0.14,2.76,10.1,23.38,71.03,4132.56,7.89
2028,South America,21.21,31.41,5756,2596,1939,2.68,1.31,0.28,4.27,1.04,0.36,0.79,2.19,48.71,10.69,89.42,3102.61,4.48
2027,South America,10.76,22.69,15382,4706,1335,4.73,2.69,1.24,8.66,2.33,0.93,0.36,3.62,58.2,9.53,79.04,3489.34,8.63
2027,North America,27.58,15.7,15543,4916,789,0.76,0.79,1.28,2.83,2.67,0.65,0.73,4.05,-43.11,24.69,81.6,3094.84,9.16
2026,Europe,47.33,16.14,19995,1381,817,4.34,2.33,1.24,7.91,1.85,0.29,0.14,2.28,71.18,22.03,88.9,4833.66,4.29
2026,South America,36.66,32.55,10778,3521,1065,1.94,0.48,1.69,4.11,0.87,0.33,0.78,1.98,51.82,22.82,90.01,4790.09,5.59
2024,Asia-Pacific,43.04,16.01,8362,2961,579,4.98,2.59,0.63,8.2,2.48,0.47,0.16,3.11,62.07,16.31,94.67,215.61,3.44
2026,North America,16.57,32.09,10814,2276,1386,4.72,2.65,0.23,7.6,0.72,0.25,0.15,1.12,85.26,7.74,71.67,2531.86,6.82
2028,South America,29.4,29.99,16950,2510,1433,4.4,2.71,0.82,7.93,0.95,0.68,0.41,2.04,74.27,12.47,86.73,1856.29,6.14
2028,Asia-Pacific,26.52,15.82,18326,3619,1281,3.43,2.95,1.77,8.15,1.74,0.62,0.43,2.79,65.77,5.05,85.81,3612.16,9.53
2026,Europe,29.3,29.66,15592,4093,1227,0.75,0.62,0.16,1.53,1.04,0.92,0.33,2.29,-49.67,5.59,76.62,2621.75,7.72
2028,Europe,12.04,23.01,7428,3435,1794,2.5,1.67,0.96,5.13,1.38,0.45,0.78,2.61,49.12,7.48,93.87,3029.04,3.5
2027,Europe,12.13,25.89,16538,2579,1221,2.18,2.07,1.54,5.79,1.69,0.63,0.73,3.05,47.32,6.87,86.58,4250.86,3.28
2025,Middle East,32.48,30.09,9553,2564,563,2.4,1.54,0.52,4.46,1.55,0.46,0.51,2.52,43.5,10.57,93.42,4952.76,5.23
2025,North America,38.03,30.18,5785,4266,628,3.01,1.31,1.04,5.36,2.2,0.87,0.54,3.61,32.65,12.02,73.24,3197.92,6.98
2024,Europe,17.89,20.26,13625,2135,608,1.11,0.44,1.25,2.8,0.96,0.8,0.61,2.37,15.36,11.45,90.77,1933.16,4.88
2024,Asia-Pacific,43.44,28.04,18236,1891,1814,2.96,0.99,1.77,5.72,2.89,0.71,0.49,4.09,28.5,21.69,92.4,2156.68,2.9
2025,Asia-Pacific,49.33,31.16,18000,3689,1554,3.92,1.88,1.54,7.34,2.88,0.88,0.61,4.37,40.46,9.16,91.22,4548.3,6.14
2026,Europe,25.06,16.75,16810,4016,1254,4.36,2.71,1.47,8.54,0.51,0.66,0.14,1.31,84.66,5.78,91.59,1202.58,8.85
2028,North America,27.59,27.03,15491,4794,1130,2.51,0.86,1.15,4.52,1.03,0.85,0.22,2.1,53.54,12.2,84.24,3888.52,5.59
2028,Middle East,25.68,29.04,10855,3882,1983,2.98,1.84,1.04,5.86,2.5,0.53,0.22,3.25,44.54,21.34,85.3,3920.6,8.81
2024,South America,19.84,18.94,8195,3814,1418,3.97,0.83,1.41,6.21,2.56,0.55,0.66,3.77,39.29,23.16,73.33,4033.08,5.3
2027,Europe,11.98,28.53,5057,4922,1567,2.09,2.46,0.58,5.13,2.77,0.29,0.4,3.46,32.55,10.26,77.94,2887.18,7.55
2027,Middle East,46.48,20.22,12780,3895,1825,1.66,1.29,1.95,4.9,1.14,0.74,0.41,2.29,53.27,8.07,83.23,2031.97,4.12
2024,Asia-Pacific,16.76,29.78,6504,3143,894,0.59,1.14,1.66,3.39,1.81,1.0,0.61,3.42,-0.88,26.39,87.23,1758.12,5.43
2024,Europe,25.94,32.22,16444,3351,1363,1.48,0.55,0.79,2.82,0.97,0.56,0.27,1.8,36.17,25.8,80.81,2015.44,4.98
2024,South America,27.64,23.67,6994,4882,1889,1.48,1.28,1.22,3.98,0.85,0.38,0.49,1.72,56.78,17.02,75.42,973.68,3.84
2025,South America,32.59,20.16,17558,1080,1499,3.43,0.51,1.94,5.88,0.58,0.84,0.58,2.0,65.99,10.81,90.15,1468.19,9.67
2025,Middle East,30.94,18.46,9550,3900,1544,0.56,2.05,0.12,2.73,2.0,0.54,0.6,3.14,-15.02,24.15,81.74,1732.33,2.43
2024,Asia-Pacific,26.09,32.12,10950,4269,971,4.52,1.09,0.36,5.97,2.17,0.37,0.11,2.65,55.61,26.12,78.09,4555.05,7.2
2025,South America,43.9,20.67,7765,4738,1302,3.51,2.47,1.93,7.91,1.45,0.33,0.7,2.48,68.65,10.8,80.74,2133.17,5.54
2027,North America,26.5,20.45,7275,1499,1228,2.98,0.76,0.86,4.6,1.88,0.84,0.56,3.28,28.7,27.12,93.45,240.97,2.87
2027,Middle East,18.78,21.88,15671,1994,1986,2.08,1.61,1.28,4.97,1.45,0.2,0.18,1.83,63.18,15.88,87.62,3073.5,8.56
2024,Middle East,15.53,18.21,10780,2766,1415,0.58,1.0,1.33,2.91,1.94,0.66,0.67,3.27,-12.37,25.08,82.97,3344.27,2.58
2027,Europe,10.7,27.44,18811,2290,829,3.29,1.33,1.33,5.95,1.24,0.45,0.67,2.36,60.34,10.16,79.77,4280.89,7.7
2025,Middle East,42.86,19.04,6394,2598,935,1.58,1.31,0.67,3.56,2.12,0.55,0.7,3.37,5.34,28.55,72.97,2943.59,6.75
2027,Asia-Pacific,10.72,16.5,10248,2702,1864,2.51,0.47,1.37,4.35,2.99,0.39,0.63,4.01,7.82,18.58,72.21,2462.22,6.92
2024,Europe,44.54,30.42,7277,2584,573,1.35,2.38,1.99,5.72,2.74,0.79,0.34,3.87,32.34,20.17,85.98,3042.72,3.35
2024,Middle East,23.61,20.25,9626,3596,1837,4.95,2.21,0.28,7.44,0.98,0.77,0.58,2.33,68.68,6.32,93.25,404.27,6.37
2026,South America,15.11,18.59,18349,3492,1104,2.03,1.07,1.26,4.36,2.88,0.61,0.29,3.78,13.3,28.24,82.83,4118.91,6.03
2026,Middle East,17.47,18.88,15624,4241,1634,1.56,1.29,0.83,3.68,1.85,0.3,0.48,2.63,28.53,9.3,90.23,1432.94,7.76
2026,North America,49.96,23.54,15451,1210,1105,1.22,0.86,0.24,2.32,1.86,0.27,0.43,2.56,-10.34,9.66,93.91,294.69,2.27
2024,Middle East,13.08,20.25,8958,1296,1341,2.66,0.35,0.12,3.13,1.09,0.88,0.23,2.2,29.71,5.4,82.95,3779.08,4.15
2028,North America,13.47,20.65,17376,2461,1274,3.04,2.93,1.12,7.09,0.99,0.84,0.2,2.03,71.37,18.18,73.43,1030.84,6.28
2028,Europe,24.31,16.33,7792,1100,902,3.48,0.8,0.94,5.22,2.53,0.4,0.78,3.71,28.93,14.68,80.25,1301.85,5.17
2025,Asia-Pacific,24.18,34.89,14195,2675,1943,1.26,2.41,1.07,4.74,2.23,0.91,0.4,3.54,25.32,18.92,71.95,943.98,8.54
2024,Asia-Pacific,45.01,15.65,8801,1900,1564,2.84,2.88,1.71,7.43,1.69,0.53,0.8,3.02,59.35,21.23,87.19,4771.45,5.79
2025,Europe,17.46,15.89,8752,2137,1023,3.92,1.01,0.39,5.32,2.44,0.73,0.67,3.84,27.82,27.51,70.13,4149.34,4.55
2026,Asia-Pacific,35.49,22.74,12463,3385,1569,4.64,0.49,0.76,5.89,2.28,0.35,0.67,3.3,43.97,29.62,85.38,4689.13,4.55
2025,Middle East,11.52,34.08,15296,4934,868,3.17,1.36,1.57,6.1,1.34,0.51,0.61,2.46,59.67,26.47,73.06,1251.35,8.34
2026,South America,36.15,21.28,18953,1898,1642,4.44,1.23,0.69,6.36,1.28,1.0,0.28,2.56,59.75,17.51,89.47,3115.67,4.96
2025,Middle East,29.27,23.94,14965,2996,861,0.66,0.64,0.12,1.42,1.37,0.33,0.35,2.05,-44.37,17.1,79.99,4826.96,4.36
2024,South America,22.84,22.3,18206,3999,1903,3.51,1.44,0.87,5.82,0.78,0.65,0.56,1.99,65.81,20.38,76.63,4042.01,9.64
2024,Middle East,27.89,31.75,13950,1044,1926,4.7,2.08,0.28,7.06,1.36,0.38,0.68,2.42,65.72,20.44,92.59,494.75,7.79
2027,Asia-Pacific,29.72,31.52,10956,3209,1543,2.29,2.17,0.28,4.74,2.53,0.46,0.34,3.33,29.75,21.33,77.73,3216.42,4.45
2024,North America,10.97,34.35,18900,4642,1242,2.57,2.66,1.39,6.62,1.42,0.37,0.33,2.12,67.98,16.91,74.61,2852.54,7.3
2024,South America,40.95,23.95,8651,3800,1997,4.41,0.48,1.51,6.4,0.89,0.36,0.31,1.56,75.62,10.42,88.44,1209.9,9.59
2026,North America,21.25,30.48,6242,2204,1136,3.86,1.87,0.56,6.29,2.33,0.7,0.12,3.15,49.92,10.53,73.55,3199.15,6.4
2024,Asia-Pacific,22.76,23.44,16319,2806,1046,4.91,0.88,0.84,6.63,1.69,0.6,0.7,2.99,54.9,23.47,72.37,2316.12,8.83
2026,Middle East,33.52,31.32,18828,2311,1711,0.54,0.55,1.07,2.16,1.09,0.84,0.12,2.05,5.09,25.28,73.03,1837.7,7.82
2024,South America,30.9,26.52,18281,1319,1912,1.05,2.18,0.45,3.68,2.89,0.57,0.28,3.74,-1.63,11.43,77.8,1301.01,5.26
2028,Europe,21.98,31.79,14656,2875,798,2.01,2.65,0.15,4.81,2.04,0.91,0.51,3.46,28.07,7.96,81.58,2507.98,3.77
2025,South America,49.23,22.08,6450,4563,1713,3.93,2.54,0.11,6.58,2.73,0.57,0.4,3.7,43.77,27.43,91.61,3531.64,4.64
2024,North America,24.32,17.85,10455,1900,946,4.08,2.4,1.35,7.83,2.79,0.94,0.7,4.43,43.42,9.98,74.87,2709.76,5.22
2025,South America,48.57,20.45,11858,4539,1622,3.49,0.95,1.41,5.85,1.85,0.66,0.77,3.28,43.93,6.95,93.33,2773.18,9.31
2027,Middle East,27.53,16.01,11246,3646,1658,4.42,2.56,0.67,7.65,2.72,0.68,0.65,4.05,47.06,21.91,81.55,2321.5,6.78
2025,North America,16.74,28.4,14289,1933,1491,2.16,1.2,1.84,5.2,1.95,0.4,0.73,3.08,40.77,15.08,71.12,3392.95,3.09
2025,Europe,12.84,26.75,6162,1159,872,3.82,2.63,0.51,6.96,1.01,0.73,0.44,2.18,68.68,5.61,92.56,3599.58,7.79
2025,Asia-Pacific,22.9,21.71,14750,3992,649,2.55,1.6,1.0,5.15,0.97,0.57,0.28,1.82,64.66,9.84,78.78,2156.77,3.0
2025,Asia-Pacific,35.15,17.94,7022,4429,1605,2.08,1.94,1.49,5.51,1.65,0.5,0.27,2.42,56.08,12.9,80.14,4898.83,2.28
2026,South America,11.73,19.54,10957,4181,1525,1.59,0.83,0.22,2.64,0.78,0.38,0.12,1.28,51.52,21.12,70.46,4716.15,8.34
2027,North America,41.94,26.3,13401,2150,1141,0.68,2.49,0.52,3.69,2.13,0.56,0.32,3.01,18.43,26.22,74.54,249.07,8.72
2027,South America,16.4,33.44,9127,3072,1592,1.22,1.61,0.77,3.6,2.91,0.21,0.51,3.63,-0.83,23.78,74.95,3942.9,3.63
2026,South America,27.48,32.42,12701,3524,1592,4.9,2.46,1.87,9.23,1.41,0.62,0.46,2.49,73.02,25.28,83.24,3794.83,7.78
2024,South America,35.8,30.31,16485,3887,1468,4.87,2.26,0.96,8.09,2.35,0.87,0.36,3.58,55.75,24.22,71.15,1978.11,9.64
2027,Europe,49.83,19.03,10303,2183,1187,3.33,0.3,0.34,3.97,2.42,0.24,0.79,3.45,13.1,23.56,70.79,2454.07,6.64
2024,Europe,30.52,20.86,18571,4634,1508,1.42,2.24,0.96,4.62,0.6,0.93,0.11,1.64,64.5,19.44,79.86,611.43,2.99
2025,Europe,18.76,32.55,19262,3544,1466,2.84,1.35,0.15,4.34,1.01,0.43,0.7,2.14,50.69,15.6,94.84,1729.01,7.81
2028,North America,11.45,30.9,14511,4024,1140,4.91,1.89,1.74,8.54,2.42,0.25,0.23,2.9,66.04,16.79,78.08,4859.37,3.71
2026,North America,34.48,21.13,9588,4319,1453,2.48,2.84,1.27,6.59,1.39,0.96,0.51,2.86,56.6,19.26,78.79,2214.46,4.44
2028,South America,36.64,21.77,7581,1585,1390,4.01,1.39,0.57,5.97,1.71,0.95,0.47,3.13,47.57,14.39,79.75,1791.3,4.73
2028,Europe,38.01,33.9,9823,4487,1062,1.02,1.42,0.65,3.09,1.02,0.75,0.16,1.93,37.54,19.66,89.43,1778.0,3.77
2027,North America,18.18,34.24,16972,1499,1114,0.99,0.73,0.12,1.84,1.76,0.48,0.22,2.46,-33.7,6.88,78.34,200.81,3.78
2027,North America,24.61,19.53,15259,3627,1581,4.46,1.15,1.25,6.86,0.8,0.86,0.77,2.43,64.58,28.74,90.25,2437.76,7.44
2027,North America,25.16,30.03,16484,4453,1612,2.26,2.21,0.62,5.09,0.6,0.72,0.41,1.73,66.01,9.69,83.95,3055.04,8.44
2027,South America,27.24,27.22,19387,4282,1431,3.22,0.81,1.16,5.19,1.62,0.87,0.19,2.68,48.36,14.85,88.74,3178.13,6.94
2026,Asia-Pacific,25.17,17.94,15856,2463,1607,1.08,1.44,0.33,2.85,0.87,0.98,0.2,2.05,28.07,23.64,90.22,2926.03,8.52
2027,Asia-Pacific,29.88,32.77,16616,4917,1759,4.99,1.35,0.15,6.49,1.9,0.75,0.48,3.13,51.77,22.48,71.86,1888.24,6.54
2024,North America,13.85,16.44,5888,4355,610,2.48,0.9,1.59,4.97,0.69,0.77,0.4,1.86,62.58,18.87,89.45,4212.04,3.37
2026,South America,41.24,18.64,6689,2949,617,0.65,1.49,0.82,2.96,2.59,0.33,0.2,3.12,-5.41,18.88,84.81,4520.39,8.53
2027,South America,28.68,28.59,18347,3741,916,0.52,0.6,0.79,1.91,1.71,0.92,0.61,3.24,-69.63,5.28,87.86,3003.66,4.2
2027,South America,37.89,30.23,14123,3059,1541,2.79,2.83,0.46,6.08,2.15,0.76,0.2,3.11,48.85,19.57,86.21,4652.86,8.7
2024,Asia-Pacific,11.88,32.8,10519,2111,715,1.41,0.77,1.57,3.75,2.94,0.38,0.52,3.84,-2.4,12.45,81.54,1298.21,7.82
2024,North America,10.99,21.84,9957,3422,1690,0.63,1.81,1.08,3.52,0.52,0.89,0.7,2.11,40.06,16.35,89.04,3410.33,6.39
2025,North America,48.82,18.76,16244,1660,1407,2.27,2.12,0.9,5.29,1.9,0.38,0.44,2.72,48.58,21.38,71.62,2794.12,3.59
2026,Europe,17.52,17.28,6155,4267,1229,1.95,1.39,1.45,4.79,2.86,0.6,0.28,3.74,21.92,9.27,92.37,1298.68,4.14
2028,Europe,16.45,15.04,13632,3281,583,1.97,2.16,1.62,5.75,1.77,0.43,0.26,2.46,57.22,5.92,94.03,4492.38,2.9
2025,Middle East,49.45,26.89,5904,1178,1588,4.68,0.48,1.39,6.55,2.3,0.71,0.75,3.76,42.6,16.82,86.33,3300.55,4.48
2028,Europe,17.55,21.67,9631,1846,1846,3.42,0.98,1.47,5.87,2.13,0.58,0.77,3.48,40.72,15.61,83.73,1771.02,2.55
2025,South America,31.95,27.71,18293,3509,762,1.38,0.64,0.38,2.4,1.93,0.69,0.57,3.19,-32.92,20.51,89.16,3202.68,5.13
2027,South America,41.08,22.15,8234,2376,1999,1.34,1.74,1.13,4.21,0.64,0.87,0.38,1.89,55.11,11.88,93.98,908.69,5.76
2026,Europe,45.44,19.86,7162,3505,1732,2.37,0.8,0.39,3.56,2.78,0.21,0.21,3.2,10.11,5.63,85.38,1317.98,7.13
2027,North America,15.75,34.81,18691,2764,1334,0.8,2.42,1.53,4.75,2.42,0.87,0.65,3.94,17.05,25.72,74.53,2126.48,6.75
2025,Asia-Pacific,27.46,33.15,9607,4595,1940,3.91,2.88,1.97,8.76,0.96,0.65,0.31,1.92,78.08,26.08,82.87,4746.14,4.82
2026,South America,45.99,30.37,13376,2302,1576,1.83,2.29,0.57,4.69,2.37,0.36,0.29,3.02,35.61,16.11,86.2,4514.32,9.77
2024,Asia-Pacific,45.2,27.15,18174,2272,746,4.03,0.43,0.66,5.12,0.9,0.43,0.71,2.04,60.16,23.9,71.57,1423.88,8.85
2027,South America,39.24,15.77,14746,4077,1144,4.12,0.47,1.31,5.9,1.04,0.77,0.71,2.52,57.29,7.55,80.46,2808.54,8.73
2026,Europe,10.94,22.06,7378,2319,1014,3.63,2.63,0.38,6.64,1.16,0.44,0.59,2.19,67.02,10.47,84.25,1517.72,8.79
2028,Middle East,19.42,18.27,8235,4346,1811,2.1,2.34,0.92,5.36,1.82,0.35,0.16,2.33,56.53,22.37,86.29,3602.28,3.73
2025,North America,17.29,20.18,6399,3127,1063,1.31,2.62,1.26,5.19,2.91,0.45,0.53,3.89,25.05,14.9,82.08,2524.43,2.04
2027,Asia-Pacific,21.41,17.6,11467,2468,1658,3.53,1.65,0.45,5.63,2.32,0.5,0.61,3.43,39.08,26.41,86.35,961.33,3.32
2027,North America,12.47,29.54,12772,4839,921,1.65,1.84,1.8,5.29,2.61,0.33,0.57,3.51,33.65,24.21,80.95,3892.76,4.03
2028,Middle East,30.84,17.32,11648,2853,1532,1.36,2.14,0.39,3.89,2.98,0.4,0.11,3.49,10.28,9.75,83.16,4476.03,3.84
2025,Middle East,11.46,15.95,15393,2398,834,2.12,2.45,1.37,5.94,0.65,0.88,0.52,2.05,65.49,20.84,84.2,2255.14,2.19
2028,Europe,33.03,21.27,15593,1734,1696,4.99,2.32,0.79,8.1,1.57,0.95,0.34,2.86,64.69,9.66,74.78,3157.69,5.72
2027,Europe,31.43,20.38,8667,2511,1846,2.09,0.21,1.27,3.57,0.89,0.37,0.22,1.48,58.54,23.42,85.33,1155.84,5.37
2024,South America,46.26,28.68,15137,3334,1556,4.05,2.11,0.39,6.55,1.23,0.39,0.49,2.11,67.79,16.15,89.09,4372.6,8.98
